"","OTU","rab.all","rab.win.Week 48","rab.win.Week 72","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"71","Butyrivibrio",0.656030756398084,0.641600930624777,0.67757306871374,-0.0255662444193012,4.99011223125675,-0.00445400574146041,0.497100579893684,0.516316190928722,0.95058615535014,0.534057244885369,0.947312279743854,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",NA
"72","ASV_307",0.440356997928464,0.539292480540301,0.337984749174533,-0.250207577369132,4.87882193878871,-0.0518751904774318,0.478504299211928,0.463219841285823,0.929365857367554,0.483408979654843,0.935131246195456,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","ASV_307",NA
"73","Mycoplasma",0.733508303921544,0.697386395023958,0.769644774407903,0.105091563391057,5.09887141149552,0.0174088147725282,0.490800000030677,0.521879714255521,0.944721098546325,0.511796310712194,0.941090968357589,"Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma",NA
"74","Tannerella",0.819135178011506,0.741623491661727,0.903467724362367,0.13762938886872,5.06304737438742,0.0254238340046434,0.485902819483122,0.519499694028487,0.948359372956706,0.522120664000446,0.93903293896202,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",NA
"75","ASV_329",0.160986153570756,0.11684168259662,0.204321926277787,0.0335133121151934,4.4605889313788,0.00791967450497214,0.497100579893684,0.529593106276818,0.94737742073918,0.504589926743878,0.935992603477967,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","ASV_329",NA
"76","ASV_331",0.258815716346209,0.286927630056586,0.232993627696914,-0.136209414382257,4.60850579336306,-0.0263283958781398,0.487102579527106,0.488141183265624,0.948235262352933,0.515089726648994,0.940925520772581,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_331",NA
"77","Filifactor",0.586670679471492,0.56328365870167,0.609104456216033,0.0928419069439794,5.01190351945315,0.0192456633762324,0.488800000037352,0.544673614170439,0.950827200035484,0.552497558142677,0.946386849286232,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Filifactor",NA
"78","Dialister",0.379654553672984,0.322266398752165,0.438158118058547,0.0749047505378178,4.90857330328754,0.0146327356761486,0.494301139791037,0.558014614327337,0.949009558025475,0.555309227273236,0.946685772656105,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister",NA
"79","ASV_339",0.11054257433316,0.0789250299021313,0.156361653764345,0.0533158887679841,4.4038425530954,0.0111350518871782,0.494501099798368,0.487817946849394,0.937892912515779,0.501458230937608,0.934760683257793,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","ASV_339",NA
"80","Peptococcus",0.893799112361135,1.06504625433653,0.748931101783977,-0.357809267875481,4.86349651512674,-0.065628224138151,0.464200000119948,0.35776850744906,0.924587467413714,0.360877411551108,0.911313444981844,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus",NA
"81","Hyphomicrobium",0.151796703457486,0.0992882687079506,0.206978659637992,0.188651345717339,4.4569282051912,0.0371604685690031,0.479904019263229,0.473650017814933,0.94330874983681,0.488538350787456,0.938958071790735,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"82","ASV_383",0.18741637210668,0.123548095172525,0.2502138167468,0.122818071571968,4.56006534896201,0.0240469788082678,0.486902619519775,0.450765460955438,0.919321736244725,0.488687917234759,0.923241011252035,"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","ASV_383","ASV_383",NA
"83","ASV_409",0.184895861178093,0.171278090805451,0.196612141218809,0.0297966155394542,4.4433691880924,0.0070533443499254,0.496300739864356,0.522844723617939,0.943427154250327,0.492065175568912,0.937429941748323,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_409",NA
"84","F0332",0.221759292801762,0.240839087407967,0.200140033482373,-0.123203815338252,4.47318680722154,-0.0236900849253742,0.489702059622409,0.499029856249095,0.936268792594592,0.478196345143458,0.92510139710517,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","F0332",NA
"85","ASV_422",0.240724987814835,0.24698626457613,0.233237839961537,-0.00534955999370101,4.55232265182097,-0.00108901163345811,0.499200000002666,0.489703539231134,0.932715833009776,0.520139866231085,0.937773315788543,"Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","ASV_422",NA
"86","ASV_428",0.164572623434143,0.0905066556115157,0.239303734999901,0.185407126057847,4.57992236862315,0.0373016932077412,0.481800000060747,0.472676567198283,0.919823303239832,0.49849929008502,0.92383999572696,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_428",NA
"87","Peptoanaerobacter",0.335548216460234,0.425106562097931,0.237445025883222,-0.27471878420188,4.62001564491045,-0.0536142278009645,0.473705259036067,0.442132248080514,0.934415811145558,0.435099024730397,0.927376376805804,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptoanaerobacter",NA
"88","Delftia",0.169023540703057,0.133586746140941,0.199432783452622,0.0740879448384089,4.46160563150684,0.0134784915818711,0.492600000024672,0.51588653440761,0.923689232089269,0.55070391394855,0.93649714827823,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"89","Sphingopyxis",0.226854514938884,0.125282317205809,0.32127240080412,0.248490647918016,4.24355180027497,0.0503679655783749,0.474505099065374,0.468373485357967,0.924423291115281,0.450141069735086,0.924135244034705,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"90","Kingella",0.441629545593007,0.419431771763367,0.463301618085983,0.0668714156548607,4.92790034149242,0.0133924196986268,0.493200000022671,0.565242176086993,0.943760298858513,0.538920106251743,0.936178120737351,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Kingella",NA
"91","Lentimicrobium",0.38381035741115,0.362590051607007,0.404173369438994,0.112048536025783,4.78486494155579,0.0178706221838784,0.490600000031345,0.541568067976953,0.937776792707607,0.546790501583111,0.934473783529718,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium",NA
"92","ASV_461",0.280540258078098,0.267110529963917,0.291790513671977,-0.0161718852466937,4.50598869971077,-0.0036185777134585,0.49770045991568,0.548463222741328,0.953935459078525,0.547562462682498,0.945777619922729,"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","ASV_461","ASV_461",NA
"93","ASV_472",0.224587356058494,0.193248326703062,0.24968885057711,0.10058810908452,4.61329579243131,0.0174151688502997,0.490301939644404,0.534605858711421,0.943241083004626,0.555027034046985,0.942632905139483,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","ASV_472",NA
"94","ASV_485",0.169347987637536,0.0821535360671106,0.275703429163448,0.255169011594002,4.59999856971145,0.0491628102463513,0.473305339021414,0.454302724652428,0.923439169470895,0.456363340028971,0.923301240308237,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_485",NA
"95","Amnipila",0.33042310453833,0.355944665868403,0.296779785589329,-0.183016450572868,4.54751758575895,-0.0321395627277246,0.485200000049376,0.518886838400102,0.949002103806428,0.55391156953048,0.939058514448424,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Amnipila",NA
"96","Bulleidia",0.299458399592082,0.256440633092832,0.339143242789595,0.110402840024056,4.57179786450242,0.0198551467893428,0.487800000040691,0.527673774639267,0.939360920237714,0.535720272477874,0.946662611321446,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",NA
"97","ASV_508",0.151417320351111,0.164441522289932,0.132260216326711,-0.0344809912697617,4.53413459579038,-0.00740798896665729,0.495600000014668,0.501527789446436,0.935132437003267,0.486651531843106,0.930756519513844,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","ASV_508",NA
"98","Rikenellaceae_RC9_gut_group",0.250419934288438,0.235838990019207,0.26259399443965,0.0407344641822265,4.40580209829176,0.00749172207414709,0.495500899835028,0.526415287284266,0.947733070570336,0.520426378279025,0.942492124990284,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",NA
"99","ASV_525",0.135136355636057,0.163867022597241,0.0950228410528036,-0.0457996981457205,4.44695152202598,-0.0091531529426349,0.494800000017335,0.523765898291555,0.94624797978327,0.51171312592876,0.936553750833949,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_525",NA
"100","Sneathia",0.152023387359009,0.17027713173043,0.136037042597476,-0.0271756493255966,4.47793226425137,-0.00608352446913401,0.497100579893684,0.516284352230212,0.941948626826687,0.555462933691644,0.937823568573281,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia",NA
"101","ASV_533",0.113978369132425,0.0895166060967156,0.145549462958013,0.127975756720834,4.40779383770574,0.0281983879571107,0.486600000044699,0.493651564276126,0.923270885403457,0.477877873996195,0.924522003452691,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","ASV_533","ASV_533",NA
"102","ASV_540",0.287033468043899,0.201793516428637,0.361676028690692,0.272831871256232,4.54689123627483,0.0505891413372361,0.472000000093627,0.476285298217828,0.926556011126173,0.477568492150991,0.911676620794965,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","ASV_540","ASV_540",NA
"103","Centipeda",0.315798920110152,0.352356043149942,0.269886794791184,-0.13222944708387,4.63522582886371,-0.023749359744869,0.487600000041359,0.501663818820445,0.932447481289583,0.518347350162848,0.929202356461761,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Centipeda",NA
"104","ASV_561",0.193369006908932,0.182891950201322,0.201031929382437,-0.00758065176271305,4.50218348980959,-0.00100182928967935,0.499300139974337,0.514125705167197,0.944083190187783,0.496239674944535,0.934798789170255,"Bacteria","Patescibacteria","Gracilibacteria","ASV_561","ASV_561","ASV_561",NA
"105","Lactobacillus",0.184854679559117,0.173981429876639,0.200458458175781,0.093211103213755,4.39672406321625,0.0177418877184176,0.491701659695724,0.540753087973564,0.954573782239418,0.562455640993916,0.942922787192116,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"106","ASV_572",0.127977610488779,0.0743493222244993,0.178867689590596,0.164531623559983,4.50085716033169,0.0297707891909518,0.48240000005874,0.491510507025606,0.94258243759806,0.483827091747074,0.932681153073518,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_572",NA
"107","Staphylococcus",0.121254070814422,0.0866314628315594,0.165486398359066,0.113420312598521,4.41529209045297,0.0212342787836082,0.487600000041359,0.532860763846276,0.944893227760795,0.514566481793887,0.939843783900402,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"108","ASV_586",0.129763428861078,0.0626285482660105,0.194382406280445,0.187928602500572,4.44362569396074,0.041625688198665,0.481303739314533,0.510578818397874,0.937818420294027,0.500579903941956,0.930606655935589,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","ASV_586",NA
"109","Defluviitaleaceae_UCG-011",0.409695438681497,0.441960021315144,0.374837602014309,-0.122803574751119,4.64206588848691,-0.0209885123169061,0.488102379563761,0.512271053004178,0.94529155320203,0.538940326013855,0.947299605270384,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011",NA
"110","ASV_591",0.151105218709646,0.175158970964158,0.116101463119566,-0.0534335470029923,4.44334577375665,-0.00926812890392343,0.495500899835028,0.522691719704636,0.939438273763465,0.522247404431374,0.93693345979573,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_591",NA
"111","ASV_639",0.283611238044533,0.230610688695645,0.345833673936434,0.185575573164128,4.53149392361258,0.0313764593780654,0.480400000065434,0.522722360850448,0.947255854799395,0.501807070242754,0.934398798740293,"Bacteria","Firmicutes","Bacilli","RF39","ASV_639","ASV_639",NA
"112","ASV_644",0.189204265356367,0.164521557474233,0.220868397801863,0.110937312775811,4.4722543073777,0.0200237796025801,0.488502299578422,0.485300363441911,0.946827865441682,0.511277797962525,0.945178219881758,"Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","ASV_644",NA
"113","ASV_682",0.313174034244319,0.317343997710569,0.309808218529728,0.000284765350111904,4.44669954826757,0.000196377616714793,0.499700059989002,0.447064926458121,0.939287960146654,0.454099775754947,0.93756724217542,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_682",NA
"114","Shuttleworthia",0.12558404754504,0.134753244878195,0.113995267649337,0.0468969772895766,4.41699645336679,0.0097020188209848,0.49570085984236,0.549184241154996,0.947393718776884,0.527523760444322,0.946065829073136,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia",NA
"115","Family_XIII_UCG-001",0.260803808625327,0.348337107049794,0.159801518967929,-0.219084096927331,4.42453566135682,-0.0432792210717919,0.480303939277887,0.521362235186296,0.934483383120222,0.498558099827398,0.927437616566697,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_UCG-001",NA
"116","ASV_709",0.0922519456546294,0.0839870449206073,0.10392874335203,0.0513268157991469,4.48057105177761,0.00899244871402359,0.495000000016668,0.482523020372147,0.93327779020863,0.486756205056142,0.936707280853799,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_709",NA
"117","Fretibacterium",0.265784364755491,0.233292568729675,0.301921272557879,0.0701702008022709,4.57215522100126,0.0129666947021825,0.492901419739715,0.442437930425016,0.926051272748776,0.441306937600125,0.920828898023074,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Fretibacterium",NA
"118","Alysiella",0.156301598947469,0.136211084683068,0.178117501515851,0.0632592286211606,4.5133593524622,0.011974446103322,0.495000000016668,0.49843908484723,0.946725271661585,0.523449405238589,0.945389019288043,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Alysiella",NA
"119","Anaeroglobus",0.260804400225611,0.333161565922847,0.188352553113132,-0.194689353773338,4.62726099541602,-0.0386936027798733,0.479400000068783,0.481469710131686,0.929601837598775,0.46327735925686,0.929601893829031,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Anaeroglobus",NA
"120","ASV_821",0.144157050638595,0.078607922005375,0.206821158169436,0.193165878080936,4.34452544353707,0.0392655323611008,0.480600000064764,0.477050988585896,0.933562706954866,0.486470812680916,0.927190853332209,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","ASV_821",NA
"121","ASV_854",0.183574325199659,0.120137399238132,0.238604850155243,0.120930963485209,4.46498168824936,0.0242238115577645,0.487302539534437,0.474564702640719,0.939466760582568,0.465340084764726,0.935443476954533,"Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","ASV_854",NA
"122","ASV_897",0.108710276972125,0.0957533584656867,0.121178618700679,0.0412069533141519,4.40461670029822,0.0100282480059149,0.49570085984236,0.498107906420951,0.937695557874648,0.48149494796728,0.938499786880137,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","ASV_897",NA
"123","Olsenella",0.141737348539218,0.0846719200660919,0.197293276834181,0.112582276760913,4.39165447830625,0.0242088172034438,0.487600000041359,0.481053917206235,0.940234363905963,0.454042048330743,0.931561774578253,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",NA
"124","Scardovia",0.147745170241627,0.17844658553317,0.117849650788868,-0.0732038133868951,4.45633801913497,-0.0143176627129649,0.494000000020003,0.529761938424801,0.948758599587848,0.541460537773564,0.949774724933501,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Scardovia",NA
"125","ASV_934",0.185022300903619,0.150346894271816,0.223880238174173,0.100670192920131,4.47317584431054,0.018971111756083,0.490000000033347,0.485531634111752,0.916005935881072,0.468565733811377,0.910891716759371,"Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","ASV_934","ASV_934",NA
"126","Prevotellaceae_YAB2003_group",0.158254344213978,0.200517251890792,0.107083270879182,-0.168481513289831,4.36795672705177,-0.0323571093766601,0.481903619336521,0.465494855704955,0.936438416276602,0.477878187419248,0.937834239368085,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_YAB2003_group",NA
"127","ASV_976",0.131099302688474,0.153809714339873,0.104793793895153,-0.0447183155226867,4.38467719973475,-0.00801789631164853,0.495600000014668,0.489468820713421,0.944264533247131,0.525204192529019,0.940584424039439,"Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Rs-M59_termite_group","ASV_976",NA
"128","Mobiluncus",0.118276115165032,0.113963228737185,0.12079794318863,0.0833042635927388,4.42357101711108,0.0173914978681345,0.491701659695724,0.514088760568009,0.935098416686913,0.497771735279401,0.928398099199696,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus",NA
"129","ASV_1004",0.193530902538646,0.189522130972003,0.2009790915069,0.0473412791592365,4.51218336054437,0.00900334870332876,0.494101179783705,0.507034251563757,0.932754432903353,0.51532013549418,0.926440061396737,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","ASV_1004","ASV_1004",NA
"130","Desulfomicrobium",0.220051209354846,0.24145395726661,0.193006957327755,-0.0351934031148575,4.46389619678496,-0.00761832246073963,0.497600000008,0.533576747209814,0.940215241686948,0.529620456889492,0.936197372130747,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium",NA
"131","ASV_1095",0.164943143914364,0.145000905224923,0.180815795729773,0.0536528795228906,4.41336898051759,0.0100156102384689,0.495000000016668,0.500389138585073,0.937973673867688,0.50620154557768,0.938709993273568,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_1095",NA
"132","Johnsonella",0.353124390477468,0.347456281538978,0.356808980198839,0.0193788121584646,4.5988741982959,0.00432425864801559,0.498900219959673,0.50419632857413,0.945439625967941,0.516307372730435,0.941315517715684,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Johnsonella",NA
"133","ASV_1202",0.1239871548021,0.138444540672393,0.111779265550311,-0.0149337909856868,4.43531629985534,-0.00341530908609893,0.497600000008,0.519587185716687,0.934727373062157,0.522398836443781,0.93636930054822,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","ASV_1202","ASV_1202",NA
"134","ASV_1258",0.151138934005287,0.133047329809481,0.168522566578861,0.0518409820337231,4.51896730152754,0.00918326310217781,0.493301339754378,0.505270352177348,0.947500477679695,0.514073643682577,0.945936876012661,"Bacteria","Bacteroidota","Bacteroidia","ASV_1258","ASV_1258","ASV_1258",NA
"135","ASV_1343",0.12077239453817,0.147499692316313,0.0875676051335619,-0.0909796370348497,4.32776199099832,-0.016512917135411,0.488502299578422,0.500156690861764,0.942598998428744,0.488528547735955,0.936717462057117,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_1343",NA
"136","ASV_1456",0.138113134806116,0.164308448561079,0.107852240926579,-0.0643638783831193,4.3905339269885,-0.0116306008110845,0.49380000002067,0.487530082792268,0.94597456726306,0.478778716980088,0.94263731198422,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","ASV_1456",NA
"137","ASV_1483",0.164188753787481,0.0911293195426683,0.231461324411232,0.163926827822246,4.35603562860203,0.0327198421466443,0.481000000063425,0.469995917854086,0.934549511833665,0.476292159432888,0.930944776696721,"Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","ASV_1483","ASV_1483",NA
"138","ASV_1494",0.141202985657698,0.157588076203539,0.130100703953768,-0.0598068364288427,4.46054378466748,-0.0122808841958565,0.494101179783705,0.480915265538593,0.931468230711717,0.517439743533248,0.929589168772988,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_1494",NA
"139","Desulfobulbus",0.147093183416493,0.126468036602512,0.170567369499315,0.102712386011381,4.41652728534309,0.0189647311350759,0.48860000003802,0.516142937056609,0.934925703812373,0.51324345218295,0.93149371351461,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus",NA
"140","ASV_1604",0.149262697660938,0.12165622469465,0.184371819270051,0.0361063081553121,4.40315921618437,0.00674641669463025,0.496400000012001,0.472654046103375,0.94082905336635,0.500104980284384,0.936884701243609,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","ASV_1604",NA
"141","ASV_1770",0.161349580759397,0.170118832285938,0.152343521706939,-0.0212811928631336,4.30216854526792,-0.00390262443446498,0.497400000008667,0.502703746655096,0.946936072340359,0.525102154322368,0.93651118420806,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_1770",NA
